item_name,item_id,item_category_id
iname170,170,45
iname171,171,45
iname172,172,45
iname173,173,45
iname174,174,44
iname175,175,45
iname176,176,45
iname177,177,45
iname178,178,45
iname179,179,45
iname180,180,44
iname181,181,44
iname182,182,44
iname183,183,44
iname184,184,44
iname185,185,44
iname186,186,44
iname187,187,44
iname188,188,44
iname189,189,44
iname190,190,44
iname191,191,44
iname192,192,44
iname193,193,44
iname194,194,44
iname195,195,44
iname196,196,44
iname197,197,45
iname198,198,45
iname199,199,45
iname200,200,45
iname201,201,44
iname202,202,45
iname203,203,44
iname204,204,44
iname205,205,45
iname206,206,44
iname207,207,45
iname208,208,44
iname209,209,44
iname210,210,45
iname211,211,44
iname212,212,44
iname213,213,45
iname214,214,44
iname215,215,45
iname216,216,44
iname217,217,44
iname218,218,45
iname219,219,45
iname220,220,44
iname221,221,44
iname222,222,44
iname223,223,44
iname224,224,45
iname225,225,45
iname226,226,45
iname227,227,44
iname228,228,45
iname229,229,44
iname230,230,45
iname231,231,44
iname232,232,45
iname233,233,45
iname234,234,45
iname235,235,45
iname236,236,45
iname237,237,45
iname238,238,45
iname239,239,44
iname240,240,44
iname241,241,44
iname242,242,44
iname243,243,45
iname244,244,45
iname245,245,44
iname246,246,45
iname247,247,45
iname248,248,45
iname249,249,45
iname250,250,44
iname251,251,44
iname252,252,45
iname253,253,45
iname254,254,44
iname255,255,44
iname256,256,44
iname257,257,45
iname258,258,45
iname259,259,45
iname260,260,44
iname261,261,44
iname262,262,44
iname263,263,45
iname264,264,45
iname265,265,45
iname266,266,44
iname267,267,45
iname268,268,44
iname269,269,45
iname270,270,45
iname271,271,44
iname272,272,45
iname273,273,45
iname274,274,44
iname275,275,44
iname276,276,45
iname277,277,45
iname278,278,45
iname279,279,44
iname280,280,45
iname281,281,45
iname282,282,45
iname283,283,45
iname284,284,45
iname285,285,45
iname286,286,44
iname287,287,44
iname288,288,44
iname289,289,44
iname290,290,45
iname291,291,44
iname292,292,45
iname293,293,45
iname294,294,45
iname295,295,45
iname296,296,44
iname297,297,45
iname298,298,45
iname299,299,44
iname300,300,44
iname301,301,44
iname302,302,45
iname303,303,45
iname304,304,44
iname305,305,44
iname306,306,45
iname307,307,44
iname308,308,45
iname309,309,44
iname310,310,45
iname311,311,45
iname312,312,45
iname313,313,45
iname314,314,45
iname315,315,45
iname316,316,45
iname317,317,45
iname318,318,45
iname319,319,45
iname320,320,45
iname321,321,45
iname322,322,45
iname323,323,44
iname324,324,45
iname325,325,45
iname326,326,45
iname327,327,44
iname328,328,45
iname329,329,45
iname330,330,44
iname331,331,45
iname332,332,44
iname333,333,45
iname334,334,44
iname335,335,45
iname336,336,44
iname337,337,44
iname338,338,44
iname339,339,44
iname340,340,44
iname341,341,44
iname342,342,44
iname343,343,44
iname344,344,44
iname345,345,44
iname346,346,44
iname347,347,44
iname348,348,44
iname349,349,44
iname350,350,44
iname351,351,45
iname352,352,44
iname353,353,45
iname354,354,45
iname355,355,44
iname356,356,45
iname357,357,45
iname358,358,44
iname359,359,44
iname360,360,44
iname361,361,44
iname362,362,44
iname363,363,45
iname364,364,44
iname365,365,45
iname366,366,45
iname367,367,45
iname368,368,45
iname369,369,45
iname370,370,45
iname371,371,45
iname372,372,45
iname373,373,45
iname374,374,44
iname375,375,45
iname376,376,45
iname377,377,45
iname378,378,45
iname379,379,44
iname380,380,45
iname381,381,44
iname382,382,45
iname383,383,44
iname384,384,45
iname385,385,45
iname386,386,45
iname387,387,45
iname388,388,45
iname389,389,45
iname390,390,45
iname391,391,45
iname392,392,45
iname393,393,45
iname394,394,44
iname395,395,44
iname396,396,44
iname397,397,45
iname398,398,45
iname399,399,45
iname400,400,44
iname401,401,45
iname402,402,44
iname403,403,44
iname404,404,44
iname405,405,45
iname406,406,45
iname407,407,45
iname408,408,45
iname409,409,45
iname410,410,45
iname411,411,45
iname412,412,44
iname413,413,45
iname414,414,45
iname415,415,44
iname416,416,44
iname417,417,45
iname418,418,45
iname419,419,45
iname420,420,44
iname421,421,45
iname422,422,44
iname423,423,45
iname424,424,45
iname425,425,45
iname426,426,45
iname427,427,45
iname428,428,45
iname429,429,45
iname430,430,45
iname431,431,45
iname432,432,45
iname433,433,45
iname434,434,44
iname435,435,45
iname436,436,45
iname437,437,44
iname438,438,45
iname439,439,45
iname440,440,45
iname441,441,45
iname442,442,45
iname443,443,45
iname444,444,45
iname445,445,45
iname446,446,44
iname447,447,44
iname448,448,45
iname449,449,45
iname450,450,45
iname451,451,45
iname452,452,44
iname453,453,45
iname454,454,45
iname455,455,44
iname456,456,45
iname457,457,45
iname458,458,45
iname459,459,45
iname460,460,45
iname461,461,45
iname462,462,45
iname463,463,44
iname464,464,49
iname465,465,77
iname466,466,77
iname467,467,77
iname468,468,77
iname469,469,77
iname470,470,78
iname471,471,49
iname472,472,49
iname473,473,49
iname474,474,49
iname475,475,73
iname476,476,73
iname477,477,73
iname478,478,73
iname479,479,49
iname480,480,54
iname481,481,49
iname482,482,73
iname483,483,73
iname484,484,73
iname485,485,73
iname486,486,73
iname487,487,77
iname488,488,78
iname489,489,77
iname490,490,78
iname491,491,73
iname492,492,76
iname493,493,54
iname494,494,49
iname495,495,76
iname496,496,73
iname497,497,54
iname498,498,49
iname499,499,30
iname500,500,30
iname501,501,31
iname502,502,31
iname503,503,31
iname504,504,31
iname505,505,31
iname506,506,31
iname507,507,31
iname508,508,31
iname509,509,31
iname510,510,30
iname511,511,31
iname512,512,31
iname513,513,31
iname514,514,31
iname515,515,31
iname516,516,31
iname517,517,31
iname518,518,31
iname519,519,31
iname520,520,31
iname521,521,31
iname522,522,31
iname523,523,78
iname524,524,78
iname525,525,78
iname526,526,78
iname527,527,77
iname528,528,78
iname529,529,77
iname530,530,77
iname531,531,77
iname532,532,77
iname533,533,77
iname534,534,77
iname535,535,73
iname536,536,76
iname537,537,78
iname538,538,78
iname539,539,78
iname540,540,78
iname541,541,77
iname542,542,77
iname543,543,77
iname544,544,77
iname545,545,77
iname546,546,77
iname547,547,77
iname548,548,77
iname549,549,77
iname550,550,77
iname551,551,77
iname552,552,77
iname553,553,77
iname554,554,77
iname555,555,77
iname556,556,77
iname557,557,77
iname558,558,77
iname559,559,77
iname560,560,77
iname561,561,77
iname562,562,77
iname563,563,78
iname564,564,78
iname565,565,77
iname566,566,77
iname567,567,78
iname568,568,78
iname569,569,78
iname570,570,77
iname571,571,77
iname572,572,78
iname573,573,77
iname574,574,78
iname575,575,78
iname576,576,78
iname577,577,78
iname578,578,78
iname579,579,78
iname580,580,77
iname581,581,78
iname582,582,77
iname583,583,78
iname584,584,77
iname585,585,78
iname586,586,77
iname587,587,78
iname588,588,77
iname589,589,78
iname590,590,77
iname591,591,77
iname592,592,78
iname593,593,77
iname594,594,77
iname595,595,77
iname596,596,77
iname597,597,77
iname598,598,78
iname599,599,77
iname600,600,78
iname601,601,77
iname602,602,78
iname603,603,77
iname604,604,77
iname605,605,77
iname606,606,77
iname607,607,77
iname608,608,77
iname609,609,77
iname610,610,77
iname611,611,78
iname612,612,78
iname613,613,77
iname614,614,77
iname615,615,77
iname616,616,78
iname617,617,77
iname618,618,78
iname619,619,78
iname620,620,78
iname621,621,77
iname622,622,78
iname623,623,78
iname624,624,78
iname625,625,77
iname626,626,77
iname627,627,78
iname628,628,77
iname629,629,78
iname630,630,78
iname631,631,77
iname632,632,78
iname633,633,78
iname634,634,77
iname635,635,77
iname636,636,77
iname637,637,77
iname638,638,77
iname639,639,77
iname640,640,77
iname641,641,78
iname642,642,77
iname643,643,78
iname644,644,78
iname645,645,77
iname646,646,77
iname647,647,77
iname648,648,77
iname649,649,78
iname650,650,78
iname651,651,77
iname652,652,78
iname653,653,78
iname654,654,77
iname655,655,78
iname656,656,78
iname657,657,77
iname658,658,78
iname659,659,77
iname660,660,77
iname661,661,78
iname662,662,77
iname663,663,78
iname664,664,78
iname665,665,77
iname666,666,78
iname667,667,78
iname668,668,77
iname669,669,78
iname670,670,78
iname671,671,78
iname672,672,78
iname673,673,78
iname674,674,77
iname675,675,78
iname676,676,78
iname677,677,77
iname678,678,78
iname679,679,78
iname680,680,78
iname681,681,78
iname682,682,78
iname683,683,77
iname684,684,78
iname685,685,77
iname686,686,73
iname687,687,73
iname688,688,78
iname689,689,78
iname690,690,77
iname691,691,78
iname692,692,78
iname693,693,78
iname694,694,78
iname695,695,77
iname696,696,77
iname697,697,77
iname698,698,78
iname699,699,77
iname700,700,77
iname701,701,77
iname702,702,77
iname703,703,77
iname704,704,78
iname705,705,77
iname706,706,77
iname707,707,78
iname708,708,77
iname709,709,78
iname710,710,77
iname711,711,78
iname712,712,77
iname713,713,78
iname714,714,78
iname715,715,77
iname716,716,77
iname717,717,77
iname718,718,78
iname719,719,77
iname720,720,77
iname721,721,78
iname722,722,78
iname723,723,78
iname724,724,78
iname725,725,78
iname726,726,78
iname727,727,78
iname728,728,78
iname729,729,77
iname730,730,77
iname731,731,78
iname732,732,77
iname733,733,78
iname734,734,77
iname735,735,78
iname736,736,77
iname737,737,77
iname738,738,77
iname739,739,77
iname740,740,77
iname741,741,77
iname742,742,78
iname743,743,78
iname744,744,77
iname745,745,78
iname746,746,77
iname747,747,77
iname748,748,78
iname749,749,77
iname750,750,77
iname751,751,78
iname752,752,78
iname753,753,78
iname754,754,78
iname755,755,78
iname756,756,78
iname757,757,78
iname758,758,77
iname759,759,77
iname760,760,78
iname761,761,77
iname762,762,77
iname763,763,78
iname764,764,78
iname765,765,78
iname766,766,78
iname767,767,78
iname768,768,78
iname769,769,78
iname770,770,78
iname771,771,77
iname772,772,78
iname773,773,78
iname774,774,78
iname775,775,78
iname776,776,78
iname777,777,77
iname778,778,78
iname779,779,78
iname780,780,78
iname781,781,78
iname782,782,78
iname783,783,77
iname784,784,49
iname785,785,49
iname786,786,49
iname787,787,49
iname788,788,49
iname789,789,73
iname790,790,49
iname791,791,73
iname792,792,73
iname793,793,73
iname794,794,73
iname795,795,73
iname796,796,73
iname797,797,54
iname798,798,54
iname799,799,54
iname800,800,54
iname801,801,54
iname802,802,49
iname803,803,54
iname804,804,49
iname805,805,54
iname806,806,49
iname807,807,77
iname808,808,77
iname809,809,78
iname810,810,77
iname811,811,77
iname812,812,77
iname813,813,77
iname814,814,77
iname815,815,78
iname816,816,77
iname817,817,77
iname818,818,77
iname819,819,77
iname820,820,77
iname821,821,78
iname822,822,77
iname823,823,77
iname824,824,77
iname825,825,77
iname826,826,77
iname827,827,78
iname828,828,77
iname829,829,73
iname830,830,75
iname831,831,73
iname832,832,49
iname833,833,54
iname834,834,49
iname835,835,73
iname836,836,73
iname837,837,73
iname838,838,54
iname839,839,73
iname840,840,77
iname841,841,78
iname842,842,76
iname843,843,78
iname844,844,78
iname845,845,78
iname846,846,78
iname847,847,78
iname848,848,78
iname849,849,78
iname850,850,77
iname851,851,78
iname852,852,78
iname853,853,78
iname854,854,77
iname855,855,77
iname856,856,78
iname857,857,77
iname858,858,78
iname859,859,78
iname860,860,77
iname861,861,77
iname862,862,78
iname863,863,78
iname864,864,78
iname865,865,78
iname866,866,77
iname867,867,78
iname868,868,78
iname869,869,78
iname870,870,77
iname871,871,78
iname872,872,77
iname873,873,77
iname874,874,78
iname875,875,77
iname876,876,78
iname877,877,78
iname878,878,77
iname879,879,78
iname880,880,78
iname881,881,77
iname882,882,78
iname883,883,77
iname884,884,77
iname885,885,78
iname886,886,77
iname887,887,77
iname888,888,77
iname889,889,78
iname890,890,78
iname891,891,78
iname892,892,77
iname893,893,77
iname894,894,78
iname895,895,77
iname896,896,78
iname897,897,78
iname898,898,77
iname899,899,78
iname900,900,78
iname901,901,77
iname902,902,77
iname903,903,78
iname904,904,78
iname905,905,77
iname906,906,78
iname907,907,78
iname908,908,78
iname909,909,78
iname910,910,78
iname911,911,78
iname912,912,78
iname913,913,78
iname914,914,78
iname915,915,78
iname916,916,78
iname917,917,78
iname918,918,78
iname919,919,77
iname920,920,77
iname921,921,78
iname922,922,77
iname923,923,77
iname924,924,78
iname925,925,78
iname926,926,76
iname927,927,76
iname928,928,78
iname929,929,77
iname930,930,77
iname931,931,78
iname932,932,78
iname933,933,40
iname934,934,40
iname935,935,37
iname936,936,40
iname937,937,40
iname938,938,40
iname939,939,40
iname940,940,40
iname941,941,40
iname942,942,77
iname943,943,31
iname944,944,37
iname945,945,40
iname946,946,40
iname947,947,40
iname948,948,19
iname949,949,23
iname950,950,19
iname951,951,23
iname952,952,37
iname953,953,40
iname954,954,40
iname955,955,37
iname956,956,37
iname957,957,40
iname958,958,37
iname959,959,40
iname960,960,40
iname961,961,37
iname962,962,40
iname963,963,30
iname964,964,37
iname965,965,37
iname966,966,40
iname967,967,40
iname968,968,40
iname969,969,37
iname970,970,55
iname971,971,55
iname972,972,55
iname973,973,58
iname974,974,56
iname975,975,55
iname976,976,58
iname977,977,40
iname978,978,37
iname979,979,37
iname980,980,41
iname981,981,38
iname982,982,37
iname983,983,40
iname984,984,40
iname985,985,40
iname986,986,40
iname987,987,40
iname988,988,37
iname989,989,67
iname990,990,67
iname991,991,67
iname992,992,67
iname993,993,67
iname994,994,67
iname995,995,67
iname996,996,67
iname997,997,67
iname998,998,67
iname999,999,67
iname1000,1000,67
iname1001,1001,67
iname1002,1002,67
iname1003,1003,67
iname1004,1004,67
iname1005,1005,67
iname1006,1006,67
iname1007,1007,67
iname1008,1008,67
iname1009,1009,67
iname1010,1010,67
iname1011,1011,67
iname1012,1012,67
iname1013,1013,67
iname1014,1014,67
iname1015,1015,67
iname1016,1016,67
iname1017,1017,67
iname1018,1018,67
iname1019,1019,67
iname1020,1020,67
iname1021,1021,67
iname1022,1022,67
iname1023,1023,67
iname1024,1024,67
iname1025,1025,67
iname1026,1026,67
iname1027,1027,67
iname1028,1028,67
iname1029,1029,67
iname1030,1030,67
iname1031,1031,67
iname1032,1032,67
iname1033,1033,67
iname1034,1034,67
iname1035,1035,67
iname1036,1036,67
iname1037,1037,75
iname1038,1038,67
iname1039,1039,67
iname1040,1040,67
iname1041,1041,67
iname1042,1042,67
iname1043,1043,67
iname1044,1044,67
iname1045,1045,38
iname1046,1046,41
iname1047,1047,67
iname1048,1048,67
iname1049,1049,67
iname1050,1050,67
iname1051,1051,67
iname1052,1052,67
iname1053,1053,67
iname1054,1054,67
iname1055,1055,67
iname1056,1056,67
iname1057,1057,67
iname1058,1058,67
iname1059,1059,67
iname1060,1060,67
iname1061,1061,67
iname1062,1062,67
iname1063,1063,67
iname1064,1064,77
iname1065,1065,77
iname1066,1066,77
iname1067,1067,77
iname1068,1068,77
iname1069,1069,55
iname1070,1070,40
iname1071,1071,37
iname1072,1072,40
iname1073,1073,40
iname1074,1074,37
iname1075,1075,40
iname1076,1076,38
iname1077,1077,37
iname1078,1078,40
iname1079,1079,67
iname1080,1080,67
iname1081,1081,67
iname1082,1082,67
iname1083,1083,67
iname1084,1084,67
iname1085,1085,67
iname1086,1086,40
iname1087,1087,55
iname1088,1088,56
iname1089,1089,43
iname1090,1090,55
iname1091,1091,55
iname1092,1092,40
iname1093,1093,40
iname1094,1094,40
iname1095,1095,37
iname1096,1096,40
iname1097,1097,40
iname1098,1098,40
iname1099,1099,40
iname1100,1100,31
iname1101,1101,57
iname1102,1102,57
iname1103,1103,57
iname1104,1104,55
iname1105,1105,55
iname1106,1106,55
iname1107,1107,40
iname1108,1108,40
iname1109,1109,40
iname1110,1110,37
iname1111,1111,40
iname1112,1112,37
iname1113,1113,40
iname1114,1114,37
iname1115,1115,40
iname1116,1116,40
iname1117,1117,31
iname1118,1118,40
iname1119,1119,55
iname1120,1120,56
iname1121,1121,55
iname1122,1122,55
iname1123,1123,59
iname1124,1124,59
iname1125,1125,57
iname1126,1126,55
iname1127,1127,59
iname1128,1128,58
iname1129,1129,56
iname1130,1130,58
iname1131,1131,55
iname1132,1132,55
iname1133,1133,58
iname1134,1134,56
iname1135,1135,59
iname1136,1136,59
iname1137,1137,55
iname1138,1138,56
iname1139,1139,55
iname1140,1140,59
iname1141,1141,55
iname1142,1142,60
iname1143,1143,55
iname1144,1144,59
iname1145,1145,58
iname1146,1146,55
iname1147,1147,58
iname1148,1148,58
iname1149,1149,76
iname1150,1150,76
iname1151,1151,75
iname1152,1152,76
iname1153,1153,75
iname1154,1154,76
iname1155,1155,75
iname1156,1156,76
iname1157,1157,76
iname1158,1158,75
iname1159,1159,74
iname1160,1160,76
iname1161,1161,75
iname1162,1162,76
iname1163,1163,76
iname1164,1164,75
iname1165,1165,75
iname1166,1166,75
iname1167,1167,75
iname1168,1168,75
iname1169,1169,76
iname1170,1170,76
iname1171,1171,76
iname1172,1172,76
iname1173,1173,76
iname1174,1174,76
iname1175,1175,76
iname1176,1176,75
iname1177,1177,76
iname1178,1178,75
iname1179,1179,76
iname1180,1180,75
iname1181,1181,76
iname1182,1182,76
iname1183,1183,76
iname1184,1184,76
iname1185,1185,75
iname1186,1186,76
iname1187,1187,75
iname1188,1188,76
iname1189,1189,76
iname1190,1190,75
iname1191,1191,76
iname1192,1192,49
iname1193,1193,49
iname1194,1194,55
iname1195,1195,55
iname1196,1196,55
iname1197,1197,55
iname1198,1198,55
iname1199,1199,55
iname1200,1200,58
iname1201,1201,55
iname1202,1202,58
iname1203,1203,56
iname1204,1204,55
iname1205,1205,58
iname1206,1206,56
iname1207,1207,58
iname1208,1208,58
iname1209,1209,58
iname1210,1210,58
iname1211,1211,58
iname1212,1212,56
iname1213,1213,56
iname1214,1214,58
iname1215,1215,58
iname1216,1216,55
iname1217,1217,55
iname1218,1218,59
iname1219,1219,59
iname1220,1220,58
iname1221,1221,58
iname1222,1222,55
iname1223,1223,59
iname1224,1224,55
iname1225,1225,59
iname1226,1226,59
iname1227,1227,59
iname1228,1228,58
iname1229,1229,58
iname1230,1230,58
iname1231,1231,58
iname1232,1232,58
iname1233,1233,56
iname1234,1234,56
iname1235,1235,55
iname1236,1236,55
iname1237,1237,58
iname1238,1238,58
iname1239,1239,55
iname1240,1240,58
iname1241,1241,55
iname1242,1242,23
iname1243,1243,30
iname1244,1244,55
iname1245,1245,41
iname1246,1246,55
iname1247,1247,55
iname1248,1248,58
iname1249,1249,55
iname1250,1250,58
iname1251,1251,56
iname1252,1252,55
iname1253,1253,58
iname1254,1254,56
iname1255,1255,59
iname1256,1256,55
iname1257,1257,55
iname1258,1258,55
iname1259,1259,55
iname1260,1260,58
iname1261,1261,55
iname1262,1262,58
iname1263,1263,55
iname1264,1264,55
iname1265,1265,56
iname1266,1266,55
iname1267,1267,56
iname1268,1268,55
iname1269,1269,55
iname1270,1270,55
iname1271,1271,55
iname1272,1272,40
iname1273,1273,37
iname1274,1274,40
iname1275,1275,55
iname1276,1276,55
iname1277,1277,55
iname1278,1278,55
iname1279,1279,55
iname1280,1280,55
iname1281,1281,59
iname1282,1282,55
iname1283,1283,55
iname1284,1284,40
iname1285,1285,40
iname1286,1286,37
iname1287,1287,40
iname1288,1288,40
iname1289,1289,40
iname1290,1290,55
iname1291,1291,55
iname1292,1292,58
iname1293,1293,55
iname1294,1294,58
iname1295,1295,58
iname1296,1296,58
iname1297,1297,58
iname1298,1298,58
iname1299,1299,58
iname1300,1300,55
iname1301,1301,55
iname1302,1302,55
iname1303,1303,55
iname1304,1304,55
iname1305,1305,55
iname1306,1306,55
iname1307,1307,55
iname1308,1308,59
iname1309,1309,55
iname1310,1310,55
iname1311,1311,55
iname1312,1312,55
iname1313,1313,55
iname1314,1314,59
iname1315,1315,55
iname1316,1316,59
iname1317,1317,55
iname1318,1318,55
iname1319,1319,55
iname1320,1320,55
iname1321,1321,55
iname1322,1322,55
iname1323,1323,60
iname1324,1324,55
iname1325,1325,55
iname1326,1326,55
iname1327,1327,58
iname1328,1328,58
iname1329,1329,55
iname1330,1330,60
iname1331,1331,55
iname1332,1332,55
iname1333,1333,58
iname1334,1334,58
iname1335,1335,56
iname1336,1336,56
iname1337,1337,55
iname1338,1338,55
iname1339,1339,55
iname1340,1340,55
iname1341,1341,55
iname1342,1342,55
iname1343,1343,55
iname1344,1344,55
iname1345,1345,75
iname1346,1346,75
iname1347,1347,21
iname1348,1348,21
iname1349,1349,75
iname1350,1350,76
iname1351,1351,76
iname1352,1352,76
iname1353,1353,76
iname1354,1354,76
iname1355,1355,76
iname1356,1356,75
iname1357,1357,75
iname1358,1358,23
iname1359,1359,19
iname1360,1360,31
iname1361,1361,75
iname1362,1362,30
iname1363,1363,30
iname1364,1364,30
iname1365,1365,31
iname1366,1366,31
iname1367,1367,31
iname1368,1368,31
iname1369,1369,31
iname1370,1370,30
iname1371,1371,23
iname1372,1372,19
iname1373,1373,31
iname1374,1374,31
iname1375,1375,30
iname1376,1376,31
iname1377,1377,23
iname1378,1378,28
iname1379,1379,31
iname1380,1380,31
iname1381,1381,30
iname1382,1382,21
iname1383,1383,31
iname1384,1384,30
iname1385,1385,31
iname1386,1386,20
iname1387,1387,28
iname1388,1388,19
iname1389,1389,20
iname1390,1390,23
iname1391,1391,24
iname1392,1392,31
iname1393,1393,31
iname1394,1394,31
iname1395,1395,30
iname1396,1396,31
iname1397,1397,19
iname1398,1398,30
iname1399,1399,31
iname1400,1400,31
iname1401,1401,31
iname1402,1402,29
iname1403,1403,19
iname1404,1404,23
iname1405,1405,31
iname1406,1406,28
iname1407,1407,19
iname1408,1408,23
iname1409,1409,19
iname1410,1410,23
iname1411,1411,70
iname1412,1412,23
iname1413,1413,19
iname1414,1414,22
iname1415,1415,20
iname1416,1416,23
iname1417,1417,19
iname1418,1418,30
iname1419,1419,30
iname1420,1420,30
iname1421,1421,30
iname1422,1422,30
iname1423,1423,30
iname1424,1424,31
iname1425,1425,31
iname1426,1426,31
iname1427,1427,31
iname1428,1428,31
iname1429,1429,31
iname1430,1430,28
iname1431,1431,31
iname1432,1432,31
iname1433,1433,31
iname1434,1434,31
iname1435,1435,31
iname1436,1436,31
iname1437,1437,28
iname1438,1438,30
iname1439,1439,32
iname1440,1440,32
iname1441,1441,32
iname1442,1442,62
iname1443,1443,62
iname1444,1444,57
iname1445,1445,19
iname1446,1446,23
iname1447,1447,30
iname1448,1448,28
iname1449,1449,30
iname1450,1450,28
iname1451,1451,19
iname1452,1452,23
iname1453,1453,19
iname1454,1454,23
iname1455,1455,22
iname1456,1456,23
iname1457,1457,19
iname1458,1458,23
iname1459,1459,19
iname1460,1460,23
iname1461,1461,19
iname1462,1462,23
iname1463,1463,22
iname1464,1464,23
iname1465,1465,19
iname1466,1466,23
iname1467,1467,19
iname1468,1468,23
iname1469,1469,19
iname1470,1470,30
iname1471,1471,19
iname1472,1472,23
iname1473,1473,19
iname1474,1474,31
iname1475,1475,28
iname1476,1476,28
iname1477,1477,19
iname1478,1478,23
iname1479,1479,28
iname1480,1480,30
iname1481,1481,22
iname1482,1482,30
iname1483,1483,23
iname1484,1484,19
iname1485,1485,19
iname1486,1486,23
iname1487,1487,31
iname1488,1488,31
iname1489,1489,31
iname1490,1490,31
iname1491,1491,31
iname1492,1492,31
iname1493,1493,31
iname1494,1494,31
iname1495,1495,30
iname1496,1496,20
iname1497,1497,23
iname1498,1498,29
iname1499,1499,19
iname1500,1500,23
iname1501,1501,20
iname1502,1502,29
iname1503,1503,19
iname1504,1504,23
iname1505,1505,31
iname1506,1506,31
iname1507,1507,29
iname1508,1508,19
iname1509,1509,23
iname1510,1510,31
iname1511,1511,28
iname1512,1512,19
iname1513,1513,23
iname1514,1514,20
iname1515,1515,24
iname1516,1516,30
iname1517,1517,30
iname1518,1518,31
iname1519,1519,31
iname1520,1520,23
iname1521,1521,19
iname1522,1522,19
iname1523,1523,21
iname1524,1524,29
iname1525,1525,30
iname1526,1526,28
iname1527,1527,19
iname1528,1528,30
iname1529,1529,19
iname1530,1530,30
iname1531,1531,28
iname1532,1532,29
iname1533,1533,28
iname1534,1534,28
iname1535,1535,23
iname1536,1536,19
iname1537,1537,23
iname1538,1538,19
iname1539,1539,30
iname1540,1540,20
iname1541,1541,29
iname1542,1542,20
iname1543,1543,24
iname1544,1544,29
iname1545,1545,20
iname1546,1546,24
iname1547,1547,25
iname1548,1548,29
iname1549,1549,20
iname1550,1550,24
iname1551,1551,31
iname1552,1552,31
iname1553,1553,31
iname1554,1554,31
iname1555,1555,28
iname1556,1556,20
iname1557,1557,24
iname1558,1558,31
iname1559,1559,31
iname1560,1560,23
iname1561,1561,31
iname1562,1562,31
iname1563,1563,30
iname1564,1564,19
iname1565,1565,23
iname1566,1566,31
iname1567,1567,31
iname1568,1568,28
iname1569,1569,19
iname1570,1570,23
iname1571,1571,23
iname1572,1572,19
iname1573,1573,31
iname1574,1574,31
iname1575,1575,31
iname1576,1576,31
iname1577,1577,29
iname1578,1578,20
iname1579,1579,24
iname1580,1580,28
iname1581,1581,20
iname1582,1582,24
iname1583,1583,20
iname1584,1584,24
iname1585,1585,29
iname1586,1586,20
iname1587,1587,24
iname1588,1588,31
iname1589,1589,31
iname1590,1590,29
iname1591,1591,19
iname1592,1592,23
iname1593,1593,29
iname1594,1594,23
iname1595,1595,19
iname1596,1596,23
